id,first_name,last_name,age,city,department,salary,years_experience,is_manager,skill_level,join_year
142,Marcelina,Synak,39,Poznań,Operations,19105,4,True,lead,2014
143,Igor,Potoczna,22,Kraków,HR,11714,0,False,senior,2014
144,Krystyna,Karalus,48,Warszawa,Finance,7931,16,False,junior,2013
145,Franciszek,Klemens,50,Gdańsk,Marketing,7335,16,False,junior,2019
146,Rozalia,Pasztaleniec,51,Warszawa,Sales,17242,20,False,lead,2025
147,Bartek,Deluga,50,Kraków,IT,15897,2,False,senior,2020
148,Marek,Szóstak,46,Wrocław,Sales,12268,19,True,mid,2016
149,Kalina,Smykla,49,Wrocław,Operations,12389,14,False,senior,2020
150,Karina,Drobnik,49,Wrocław,IT,9774,10,False,mid,2012
151,Blanka,Rycerz,27,Katowice,Finance,8745,0,False,mid,2020
152,Leon,Bartłomiejczyk,64,Lublin,Support,7910,7,False,mid,2019
153,Jakub,Szwiec,60,Gdańsk,IT,10418,19,False,mid,2013
154,Błażej,Gierasimiuk,44,Katowice,Sales,11097,17,False,mid,2010
155,Agnieszka,Suchoń,60,Kraków,Marketing,6637,17,False,junior,2010
156,Kaja,Pitala,33,Wrocław,IT,9625,2,False,mid,2012
157,Dagmara,Maligłówka,55,Wrocław,IT,10828,13,False,mid,2012
158,Ada,Kowalak,25,Gdańsk,Marketing,6936,1,False,junior,2025
159,Rafał,Łuszczyk,60,Warszawa,Sales,9254,28,False,mid,2019
160,Przemysław,Franczuk,65,Poznań,HR,9954,43,False,mid,2011
161,Elżbieta,Miętka,22,Warszawa,IT,10843,0,False,mid,2013
162,Rozalia,Surdyk,22,Warszawa,Finance,14549,0,False,senior,2021
163,Jędrzej,Żbik,26,Warszawa,IT,14782,3,False,senior,2023
164,Franciszek,Stempin,58,Wrocław,IT,17830,25,True,senior,2015
165,Malwina,Dudczak,61,Białystok,IT,14496,29,False,senior,2023
166,Liwia,Snoch,59,Wrocław,HR,8864,25,False,mid,2015
167,Adam,Handke,26,Poznań,IT,10938,4,False,mid,2014
168,Maksymilian,Kielczyk,37,Warszawa,Sales,6108,3,False,junior,2015
169,Daniel,Mućka,62,Gdańsk,Sales,11112,31,False,mid,2020
170,Gaja,Kuropatwa,62,Warszawa,Finance,6625,20,False,junior,2011
171,Marek,Bondaruk,44,Wrocław,IT,7675,16,False,junior,2012
172,Ignacy,Kolman,63,Poznań,Finance,8668,5,False,mid,2024
173,Nicole,Wojak,58,Poznań,IT,12923,12,True,mid,2020
174,Elżbieta,Paluszak,27,Warszawa,Marketing,10346,4,False,mid,2015
175,Maciej,Fogt,45,Wrocław,Operations,16214,11,False,lead,2020
176,Maksymilian,Klaja,26,Łódź,HR,6968,2,False,junior,2014
177,Janina,Salwin,43,Warszawa,HR,9105,2,False,mid,2014
178,Angelika,Klatka,60,Wrocław,Operations,10156,5,False,mid,2012
179,Robert,Walencik,63,Warszawa,HR,8899,27,False,mid,2025
180,Jędrzej,Kamieniarz,34,Warszawa,HR,17579,3,False,lead,2011
181,Błażej,Tylman,64,Gdańsk,Sales,13540,21,False,senior,2015
182,Adrian,Pachnik,50,Łódź,IT,10667,1,False,mid,2024
183,Radosław,Holc,36,Rzeszów,Operations,5794,8,False,junior,2021
184,Jędrzej,Gregorczuk,65,Wrocław,HR,17660,36,False,lead,2023
185,Wojciech,Sroga,32,Warszawa,HR,13020,3,False,senior,2013
186,Róża,Milewczyk,55,Katowice,HR,5103,7,False,junior,2023
187,Sylwia,Dmoch,27,Lublin,Support,13323,1,False,senior,2021
188,Wojciech,Rapa,37,Wrocław,IT,18873,12,False,lead,2014
189,Bruno,Małocha,30,Lublin,Marketing,7121,0,False,junior,2024
190,Błażej,Syroka,61,Warszawa,IT,19993,0,False,lead,2023
191,Nataniel,Tyma,29,Warszawa,IT,8372,4,False,junior,2012
192,Krzysztof,Doliwa,29,Warszawa,Sales,9388,7,False,mid,2019
193,Andrzej,Nyk,49,Kraków,Finance,8850,0,False,mid,2021
194,Ryszard,Boruc,26,Katowice,Sales,13725,4,True,mid,2011
195,Monika,Goska,62,Kraków,IT,18912,24,False,lead,2017
196,Inga,Koćwin,64,Gdańsk,Marketing,6643,40,False,junior,2020
197,Emil,Cieciora,63,Łódź,Support,12446,11,False,senior,2014
198,Liwia,Lorenz,26,Warszawa,Operations,6292,3,False,junior,2019
199,Bianka,Długajczyk,54,Poznań,HR,16282,25,False,lead,2019
200,Paweł,Murat,44,Kraków,IT,15138,1,False,senior,2024
201,Łukasz,Dykas,46,Poznań,Sales,18926,10,False,lead,2018
202,Oliwier,Nickel,27,Wrocław,Support,8903,5,False,mid,2020
203,Dominik,Maras,28,Kraków,Finance,9182,0,False,mid,2024
204,Bianka,Trzcionka,44,Lublin,Finance,6624,14,False,junior,2011
205,Jeremi,Ziętal,26,Katowice,Marketing,8784,3,False,mid,2024
206,Nikodem,Krywult,24,Katowice,Finance,7823,0,False,junior,2011
207,Cyprian,Kopciuch,60,Rzeszów,Finance,10850,9,False,mid,2014
208,Błażej,Składanek,55,Łódź,IT,13262,23,True,mid,2025
209,Marika,Helak,55,Warszawa,Operations,16878,24,False,lead,2019
210,Mikołaj,Trybuś,53,Lublin,Finance,7323,12,False,junior,2012
211,Kaja,Grymuza,65,Łódź,Sales,10028,20,False,mid,2015
212,Jacek,Sych,62,Poznań,IT,14068,11,False,senior,2017
213,Jakub,Araszkiewicz,53,Gdańsk,Finance,9031,1,False,mid,2012
214,Adrian,Melaniuk,26,Łódź,Sales,10477,2,False,mid,2012
215,Błażej,Jarema,30,Wrocław,Marketing,10458,5,False,mid,2015
216,Sara,Zyzik,30,Lublin,Operations,9245,6,False,mid,2015
217,Marianna,Żugaj,32,Kraków,Support,16863,5,False,lead,2012
218,Mateusz,Pietrasz,38,Poznań,IT,11685,6,False,mid,2012
219,Igor,Hajder,54,Gdańsk,IT,11978,10,False,mid,2020
220,Krystian,Hnat,58,Warszawa,IT,15862,2,False,senior,2018
221,Piotr,Cofała,63,Wrocław,Sales,15034,13,False,senior,2019
222,Leonard,Tolak,63,Katowice,Marketing,8498,19,False,mid,2011
223,Bianka,Kramer,32,Wrocław,HR,8807,7,False,mid,2021
224,Kornelia,Szymańczyk,47,Poznań,IT,14001,4,False,senior,2018
225,Maciej,Kosiec,50,Warszawa,Support,6412,7,False,junior,2017
226,Dariusz,Łęgowik,32,Łódź,IT,19608,5,False,lead,2024
227,Maciej,Ostręga,53,Warszawa,Finance,9486,19,False,mid,2016
228,Maurycy,Mol,59,Kraków,Sales,7727,22,False,junior,2019
229,Witold,Pokusa,56,Wrocław,Operations,13651,0,False,senior,2021
230,Paweł,Materek,24,Gdańsk,Finance,7082,1,False,junior,2024
231,Melania,Wojczuk,57,Gdańsk,Sales,13196,17,False,senior,2022
232,Kalina,Schubert,45,Wrocław,IT,11144,10,False,mid,2011
233,Marcin,Ufnal,24,Kraków,Sales,8283,0,False,junior,2014
234,Miłosz,Potok,42,Wrocław,Sales,11231,19,False,mid,2020
235,Kajetan,Strządała,54,Łódź,HR,9008,32,False,mid,2020
236,Klara,Langa,65,Gdańsk,Operations,16109,7,False,lead,2025
237,Kajetan,Knych,38,Gdańsk,IT,15057,7,False,senior,2014
238,Józef,Derek,65,Rzeszów,IT,10784,15,True,junior,2023
239,Klara,Dziurdzia,31,Wrocław,Operations,8255,6,False,mid,2014
240,Witold,Sadura,55,Rzeszów,Sales,9509,13,False,mid,2024
241,Damian,Szpala,56,Łódź,Operations,9082,21,False,mid,2025
242,Dominik,Pietraś,34,Kraków,Support,5883,3,False,junior,2016
243,Piotr,Suchora,53,Gdańsk,Support,8878,20,False,mid,2013
244,Natasza,Miękus,58,Rzeszów,Operations,8599,34,False,mid,2019
245,Ksawery,Łudzik,24,Warszawa,Support,17662,1,False,lead,2016
246,Róża,Łepek,34,Gdańsk,HR,9903,8,True,junior,2017
247,Norbert,Kajstura,37,Poznań,Sales,13492,1,True,mid,2020
248,Olaf,Kustosz,52,Warszawa,Support,8346,3,False,mid,2023
249,Szymon,Czerkies,63,Warszawa,Support,7942,30,False,mid,2012
250,Eryk,Frelich,63,Katowice,Operations,8717,36,True,junior,2023
251,Kornel,Miszta,33,Wrocław,Sales,17985,0,False,lead,2011
252,Krzysztof,Nijak,22,Warszawa,Support,9925,0,False,mid,2025
253,Konstanty,Zmarzły,30,Warszawa,IT,11379,8,False,mid,2018
254,Apolonia,Fierek,33,Katowice,Sales,13518,0,False,senior,2022
255,Julita,Bogaczyk,49,Wrocław,IT,11455,16,False,mid,2020
256,Antoni,Sycz,37,Kraków,Marketing,6436,0,False,junior,2010
257,Robert,Ciemięga,38,Warszawa,IT,11160,11,False,mid,2019
258,Elżbieta,Żurawik,29,Warszawa,Support,9563,4,False,mid,2021
259,Piotr,Siekierka,48,Poznań,Sales,9694,22,False,mid,2017
260,Gaja,Sapeta,65,Warszawa,Finance,12819,38,False,senior,2013
261,Mieszko,Klus,25,Warszawa,HR,7976,1,False,mid,2016
262,Jędrzej,Walusiak,59,Poznań,Operations,7102,31,False,junior,2023
263,Apolonia,Reich,51,Wrocław,Operations,6621,18,False,junior,2018
264,Ernest,Kopik,22,Warszawa,HR,10746,0,True,mid,2012
265,Aurelia,Kunysz,52,Warszawa,IT,8221,1,False,junior,2021
266,Juliusz,Strojna,46,Białystok,Finance,14708,14,False,senior,2014
267,Justyna,Iwańczyk,63,Rzeszów,Finance,6412,22,False,junior,2010
268,Angelika,Dziugieł,23,Łódź,Finance,9440,1,False,mid,2017
269,Julita,Jaje,51,Warszawa,Operations,5131,11,False,junior,2023
270,Konrad,Litwinowicz,61,Warszawa,Sales,5999,1,False,junior,2017
271,Kornelia,Miśko,24,Poznań,Marketing,8773,1,False,mid,2019
272,Kornel,Markiel,36,Gdańsk,Sales,18113,13,False,lead,2017
273,Jędrzej,Nastały,41,Poznań,Finance,18780,4,False,lead,2015
274,Marcel,Słonka,62,Warszawa,HR,9061,27,False,mid,2020
275,Radosław,Krasa,48,Wrocław,Marketing,6123,13,False,junior,2019
276,Fabian,Pokusa,31,Gdańsk,Support,16249,7,False,lead,2022
277,Kalina,Szajda,37,Łódź,Support,5078,8,False,junior,2016
278,Olga,Duchnik,25,Gdańsk,IT,14906,2,True,mid,2016
279,Gustaw,Rębiś,52,Kraków,Support,15478,6,True,senior,2013
280,Hubert,Zimoląg,52,Gdańsk,IT,8761,29,False,junior,2020
281,Sandra,Byzdra,40,Łódź,HR,9536,12,False,mid,2024
282,Fryderyk,Nytko,28,Poznań,Operations,17518,6,False,lead,2020
283,Tymoteusz,Wnuczek,48,Warszawa,IT,11892,1,False,mid,2023
284,Nicole,Kij,40,Kraków,Sales,8055,4,False,junior,2020
285,Olga,Koronkiewicz,38,Gdańsk,Sales,18242,15,False,lead,2015
286,Jakub,Godzisz,30,Białystok,Sales,9040,8,False,mid,2011
287,Stefan,Mol,26,Wrocław,Operations,12618,0,False,senior,2010
288,Kornelia,Martyn,35,Warszawa,Sales,10779,8,False,mid,2025
289,Elżbieta,Fronczyk,23,Wrocław,IT,11694,0,False,mid,2019
290,Kazimierz,Bobko,23,Białystok,IT,17109,1,True,senior,2017
291,Sara,Basaj,34,Lublin,HR,9028,9,False,mid,2022
292,Bruno,Łusiak,51,Łódź,HR,4830,18,False,junior,2011
293,Lidia,Komperda,27,Poznań,IT,13201,3,True,mid,2012
294,Alan,Latko,53,Kraków,Support,9863,27,False,mid,2011
295,Karol,Kosno,36,Łódź,Sales,17104,3,False,lead,2018
296,Ida,Ligenza,56,Lublin,IT,7090,2,False,junior,2022
297,Józef,Deluga,26,Kraków,Operations,7214,2,False,junior,2020
298,Marek,Heczko,46,Katowice,Marketing,16616,24,True,senior,2011
299,Fabian,Zyguła,28,Warszawa,Sales,8239,3,False,junior,2022
300,Konrad,Chaber,42,Katowice,Finance,10765,0,False,mid,2022
301,Szymon,Pochopień,49,Łódź,IT,10509,5,False,mid,2012
302,Andrzej,Buchalik,27,Łódź,Sales,7097,2,False,junior,2021
303,Wojciech,Wacław,28,Kraków,Finance,6042,0,False,junior,2012
304,Urszula,Garbaciak,33,Poznań,Finance,12949,6,True,mid,2012
305,Aurelia,Wrześniak,60,Lublin,IT,13846,38,False,senior,2017
306,Ernest,Rajda,58,Wrocław,IT,8519,33,False,junior,2014
307,Blanka,Ćwierz,26,Wrocław,Sales,12830,1,True,mid,2017
308,Tymon,Bacia,62,Warszawa,IT,11120,31,False,mid,2020
309,Jan,Troka,61,Kraków,HR,13934,24,False,senior,2014
310,Dominik,Zmyślony,41,Łódź,Sales,10431,10,False,mid,2020
311,Kaja,Simon,40,Katowice,HR,17109,15,False,lead,2021
312,Kajetan,Gęca,29,Poznań,Marketing,10090,3,False,mid,2016
313,Eliza,Dłubak,50,Łódź,Operations,6675,25,False,junior,2025
314,Franciszek,Kozdrój,30,Łódź,Marketing,5502,4,False,junior,2024
315,Witold,Bystroń,60,Poznań,Support,9413,30,False,mid,2011
316,Marcel,Spadło,45,Poznań,Sales,16816,22,True,senior,2021
317,Łukasz,Hołysz,32,Gdańsk,Sales,10158,10,False,mid,2023
318,Marcelina,Hawrylak,28,Warszawa,Marketing,7556,0,False,junior,2017
319,Liwia,Waloch,50,Katowice,Sales,10212,11,False,mid,2010
320,Gaja,Sularz,52,Białystok,IT,7080,3,False,junior,2021
321,Sara,Wardziak,41,Warszawa,Sales,10594,10,False,mid,2024
322,Dorota,Prostak,42,Katowice,IT,9947,2,False,mid,2015
323,Krystyna,Krzan,37,Kraków,Finance,10159,5,False,mid,2015
324,Damian,Bałdys,33,Wrocław,Marketing,10041,10,False,mid,2023
325,Lidia,Chyb,46,Warszawa,Marketing,12456,0,False,senior,2013
326,Robert,Gregorczuk,56,Warszawa,IT,11504,11,False,mid,2020
327,Witold,Merda,60,Gdańsk,HR,8206,24,False,mid,2019
328,Jacek,Szajner,61,Warszawa,IT,7249,37,False,junior,2021
329,Angelika,Nowotka,31,Gdańsk,Sales,10793,8,False,mid,2015
330,Tadeusz,Parda,57,Warszawa,HR,7719,10,False,mid,2021
331,Monika,Choroś,22,Lublin,Support,6727,0,False,junior,2023
332,Stefan,Nowotnik,65,Lublin,Sales,11926,31,True,mid,2017
333,Jeremi,Filak,40,Poznań,IT,8528,1,False,junior,2013
334,Alex,Siwka,58,Poznań,Support,4870,7,False,junior,2024
335,Rozalia,Grzejszczak,56,Warszawa,Operations,17219,13,False,lead,2011
336,Sebastian,Dawidczyk,50,Lublin,Finance,9470,8,False,mid,2016
337,Jerzy,Noculak,59,Gdańsk,Finance,13346,22,False,senior,2016
338,Marcin,Stochaj,25,Gdańsk,IT,10698,2,False,mid,2019
339,Bruno,Kokosza,58,Poznań,Support,16255,17,False,lead,2023
340,Urszula,Wielgos,25,Warszawa,Operations,13319,2,False,senior,2017
341,Kornel,Swiątek,65,Gdańsk,HR,9351,25,False,mid,2012
342,Roksana,Bieszke,62,Katowice,Marketing,10062,5,False,mid,2025
343,Stanisław,Szczubełek,42,Katowice,Marketing,7077,18,False,junior,2021
344,Sandra,Rubacha,26,Rzeszów,Operations,9322,4,False,mid,2019
345,Janina,Juraszczyk,43,Gdańsk,Sales,8998,17,False,mid,2011
346,Michał,Błasik,28,Wrocław,IT,15307,5,False,senior,2024
347,Aurelia,Zapadka,22,Łódź,IT,7151,0,False,junior,2018
348,Malwina,Kucz,27,Warszawa,Marketing,8412,5,False,mid,2022
349,Maks,Owsianka,62,Katowice,Finance,15889,19,True,senior,2010
350,Tobiasz,Henke,35,Gdańsk,Sales,5833,7,False,junior,2020
351,Sandra,Lempart,29,Poznań,IT,12919,6,True,mid,2013
352,Inga,Potok,42,Warszawa,Operations,12545,11,False,senior,2014
353,Borys,Kenig,26,Gdańsk,IT,10372,4,False,mid,2014
354,Borys,Wakuła,48,Lublin,IT,13004,19,True,mid,2022
355,Justyna,Smykla,44,Warszawa,HR,12766,13,True,mid,2019
356,Antoni,Prażmo,23,Gdańsk,IT,6723,1,False,junior,2017
357,Natan,Pryszcz,53,Poznań,Sales,5849,24,False,junior,2021
358,Olga,Gadzina,42,Lublin,Finance,9207,4,False,mid,2025
359,Leon,Łokietek,26,Warszawa,IT,11130,0,False,mid,2019
360,Roksana,Szymańczyk,62,Wrocław,Finance,14702,32,False,senior,2014
361,Ewelina,Łuszczak,39,Poznań,IT,11697,2,False,mid,2020
362,Kamila,Huber,47,Lublin,Marketing,12991,18,True,mid,2017
363,Sylwia,Waraksa,25,Wrocław,Finance,6766,1,False,junior,2015
364,Szymon,Tlałka,29,Łódź,IT,15642,0,False,senior,2018
365,Marianna,Rduch,32,Katowice,HR,4620,5,False,junior,2020
366,Marcelina,Ulewicz,49,Kraków,Support,9732,8,False,mid,2024
367,Franciszek,Szykuła,54,Lublin,IT,6921,23,False,junior,2013
368,Fryderyk,Job,36,Warszawa,Operations,9932,11,False,mid,2021
369,Bruno,Gawliczek,46,Rzeszów,IT,8217,4,False,junior,2017
370,Arkadiusz,Ruchała,42,Łódź,HR,12027,7,True,mid,2013
371,Fryderyk,Batóg,54,Katowice,Support,4982,3,False,junior,2024
372,Sandra,Deryło,40,Poznań,IT,11809,9,False,mid,2019
373,Maksymilian,Gumienna,61,Gdańsk,Sales,9600,15,False,mid,2017
